source_id@collection_memberships.#1@collection_memberships.#2@collection_memberships.#3@collection_memberships.#4@collection_memberships.#5@subscription.#1@subscription.#2@subscription.#3@subscription.#4@subscription.#5@Acronym@Administration@Asset_Classification@ONCO_ATC_Code@ATC_Level3@Black_Box@Company_HQ@Completion_Date@Current_Status@Drug_Description@Drug_Type@DynamicObjectID@ONCO_Full_Indication@Gender@ONCO_Hospital_Status@HTA_Decision_Date.RawValue@HTA_Decision_Date.Value@ICER_QALYs@Intervention@Intervention_Type@Length_Of_Trial@Level_Of_Reimbursement@Licensing_Status@Line_Of_Therapy@NCT_Code@No_Of_Patients@Official_Dosage@ONCO_Approval_Date.RawValue@ONCO_Approval_Date.Value@ONCO_Marketing_Date@ONCO_Orphan_Drug@Breakthrough_Therapy@ONCO_Start_Date@ONCO_Warnings@Other_IDs@ONCO_Parallel_Import@Patent_Expiration@Patient_Description@Patient_Profile@Patient_Profile_Age_Groups@Phase_Of_Trial@Portfolio_Pipeline_Status@ONCO_Regulatory_Submission_Date@Reimbursement_Guidance@Reimbursement_Plan@Results_Efficacy@Results_Safety_and_Adverse_Events@Sponsors@Study_Funded_By@ONCO_Therapeutic_Class@Type_Of_Therapy@API.#1@API.#2@API.#3@API.#4@API.#5@API_KEY@ONCO_Company.#1@ONCO_Company.#2@ONCO_Company.#3@ONCO_Company.#4@ONCO_Company.#5@ONCO_Company_KEY@Country_Clinical_Trial.#1@Country_Clinical_Trial.#2@Country_Clinical_Trial.#3@Country_Clinical_Trial.#4@Country_Clinical_Trial.#5@Country_Clinical_Trial_KEY@Disease_Area.#1@Disease_Area.#2@Disease_Area.#3@Disease_Area.#4@Disease_Area.#5@Disease_Area_KEY@Drug.#1@Drug.#2@Drug.#3@Drug.#4@Drug.#5@Drug_KEY@Drug_Class.#1@Drug_Class.#2@Drug_Class.#3@Drug_Class.#4@Drug_Class.#5@Drug_Class_KEY@Primary_Endpoint.#1@Primary_Endpoint.#2@Primary_Endpoint.#3@Primary_Endpoint.#4@Primary_Endpoint.#5@Secondary_Endpoints.#1@Secondary_Endpoints.#2@Secondary_Endpoints.#3@Secondary_Endpoints.#4@Secondary_Endpoints.#5@Stage_Of_Disease.#1@Stage_Of_Disease.#2@Stage_Of_Disease.#3@Stage_Of_Disease.#4@Stage_Of_Disease.#5@Trial_Design.#1@Trial_Design.#2@Trial_Design.#3@Trial_Design.#4@Trial_Design.#5@Assumption_value@Assumption_unit@ATC_Calculation_attempt@Average_Annual_Cost@Average_Cost_Per_Treatment_Cycle@Average_Duration_of_Use.Value@Average_Duration_of_Use.Unit@Average_Duration_of_Use.Comment@Average_Treatment_Cost.RawValue@Average_Treatment_Cost.Value@Cost_Per_Day@Number_of_Units@ONCO_Exchange_Rate@Factory_Price@Retail_Price@Wholesale_Price@PriceTimestamps.ManufacturerPriceDelta.TimeStamp@PriceTimestamps.ManufacturerPriceDelta.ValueChange@PriceTimestamps.ManufacturerPriceDelta.PercentageChange@PriceTimestamps.WholesalerPriceDelta.TimeStamp@PriceTimestamps.WholesalerPriceDelta.ValueChange@PriceTimestamps.WholesalerPriceDelta.PercentageChange@PriceTimestamps.RetailerPriceDelta.TimeStamp@PriceTimestamps.RetailerPriceDelta.ValueChange@PriceTimestamps.RetailerPriceDelta.PercentageChange@Price_Per_MG@Treatment_Phase_1.Cycle_Duration@Treatment_Phase_1.Cycle_Repetition@Treatment_Phase_1.Dosage_Unit@Treatment_Phase_1.Dosage_Value@Treatment_Phase_1.Treatment_Duration@Treatment_Phase_2.Cycle_Duration@Treatment_Phase_2.Cycle_Repetition@Treatment_Phase_2.Dosage_Unit@Treatment_Phase_2.Dosage_Value@Treatment_Phase_2.Treatment_Duration@Treatment_Phase_3.Cycle_Duration@Treatment_Phase_3.Cycle_Repetition@Treatment_Phase_3.Dosage_Unit@Treatment_Phase_3.Dosage_Value@Treatment_Phase_3.Treatment_Duration@Price_Date@ONCO_Price_per_Unit.RawValue@ONCO_Price_per_Unit.Value@Import_Id@Form@Currency@Active_Ingredients.Original.Active_Ingredient@Active_Ingredients.Original.Input_Language@Active_Ingredients.Original.Active_Ingredient_Translated@Active_Ingredients.Original.Volume@Active_Ingredients.Original.Volume_Unit@Active_Ingredients.Original.Dose@Active_Ingredients.Original.Dose_Unit@Active_Ingredients.Original.Strength@Active_Ingredients.Original.Strength_Unit@Active_Ingredients.Original.Strength_Comment@Active_Ingredients.Original.DDD@Active_Ingredients.Original.DDD_Unit@Active_Ingredients.Original.DDD_Comment@Active_Ingredients.Extracted.Active_Ingredient_Item.#1@Active_Ingredients.Extracted.Active_Ingredient_Item.#2@Active_Ingredients.Extracted.Active_Ingredient_Item.#3@Active_Ingredients.Extracted.Active_Ingredient_Item.#4@Active_Ingredients.Extracted.Active_Ingredient_Item.#5@Active_Ingredients.Extracted.Active_Ingredient_Item_Translated.#1@Active_Ingredients.Extracted.Active_Ingredient_Item_Translated.#2@Active_Ingredients.Extracted.Active_Ingredient_Item_Translated.#3@Active_Ingredients.Extracted.Active_Ingredient_Item_Translated.#4@Active_Ingredients.Extracted.Active_Ingredient_Item_Translated.#5@Active_Ingredients.Extracted.Strength_Item.#1@Active_Ingredients.Extracted.Strength_Item.#2@Active_Ingredients.Extracted.Strength_Item.#3@Active_Ingredients.Extracted.Strength_Item.#4@Active_Ingredients.Extracted.Strength_Item.#5@Active_Ingredients.Extracted.Strength_CALC@Active_Ingredients.Extracted.Strength_unit@Active_Ingredients.Extracted.Strength_value@Active_Ingredients.Extracted.DDD@TimeStamp@geographic_location.#1.row_id@geographic_location.#1.name@geographic_location.#2.row_id@geographic_location.#2.name@geographic_location.#3.row_id@geographic_location.#3.name@geographic_location.#4.row_id@geographic_location.#4.name@geographic_location.#5.row_id@geographic_location.#5.name
14923503@Onco@@@@@@@@@@@The patients receive the IVIG calculated as 1g/kg/bodyweight per cycle (defined as every 21 days) until progression disease is noted. All patients are being followed for a period of 6 months after patient's withdrawal. SOURCE: clinical.trials.gov@@-@-@-@-@@@@@14923503@-@@-@-@@NO REVIEW@@@@-@-@-@NCT00294476@30@-@-@@@-@@7/1/2005@-@-@@-@-@@@II@II@@-@-@RESULTS PENDING@-@@@@MONO@-@@@@@-||||@GAMMACAN@@@@@GAMMACAN||||@Israel@@@@@Israel|||||||||@Melanoma / Skin Cancer@Prostate Cancer@Colorectal Cancer@@@Melanoma / Skin Cancer|Prostate Cancer|Colorectal Cancer|||||||@GCAN-01@@@@@GCAN-01||||@Immunotherapy@@@@@Immunotherapy||||@RECIST@@@@@@@@@@METASTATIC@@@@@NON-RANDOMISED@OPEN-LABEL@UNCONTROLLED@SINGLE-ARM@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@-@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
16161451@Onco@@@@@300f1008ntsdm@@@@@@@@L01XE28@L01X@@BASEL, SWITZERLAND@@@Zykadia (ceritinib) is an oral, selective inhibitor of ALK.@@16161451@Indicated for the treatment of patients with anaplastic lymphoma kinase (ALK)-positive metastatic non-small cell lung cancer (NSCLC) who have progressed on or are intolerant to crizotinib.@Both@NA@@@@@@@REIMBURSEMENT RANGES BETWEEN 50% AND 80%@@SECOND-LINE@@163@The recommended dose of Zykadia is 750 mg taken orally once daily at the same time each day. The maximum recommended dose is 750 mg daily. Treatment should continue as long as clinical benefit is observed.@MHLW, 28 March 2016@3/28/2016@5/25/2016@No@@@@@No@@@(ALK)-positive@ADULTS@I@APPROVED@@@NHI@@@@@@MONO@CERITINIB@@@@@CERITINIB||||@NOVARTIS@@@@@NOVARTIS||||@@@@@@|||||||||@NSCLC@@@@@NSCLC|||||||||@ZYKADIA@@@@@ZYKADIA||||@TK Inhibitor@@@@@TK Inhibitor||||@OVERALL RESPONSE RATE@DURATION OF RESPONSE@PROGRESSION-FREE SURVIVAL@@@@@@@@METASTATIC@@@@@MULTICENTER@SINGLE-ARM@OPEN-LABEL@@@1@1@5684601.362@@@7@month@7 month@5684601.36@5684601.36@26699.3@1@0.0091@5339.86@6297@@@@@@@@@@@35.6@1@@mg@750@1@@@@@@@@@@@8/30/2017@5339.86@5339.86@4291044M1021@CAPSULE@YEN@@@@@@@@150@MG@150 MG@@@@@@@@@@@@@@@@@@@@@@@2017-09-15T09:28:17.5370353Z@121@Japan@@@@@@@@
14921674@Onco@@@@@300f1228ntsdm@300f1226ntsdm@300f1224ntsdm@300f1230ntsdm@300f1223ntsdm@@N/A@@-@-@-@BASEL, SWITZERLAND@@@The active substance in Afinitor, everolimus, is an anticancer medicine, which acts by blocking a protein called ‘mammalian target of rapamycin' (mTOR). In the body, everolimus attaches to a protein that is found inside cells to make a ‘complex'. This complex then blocks mTOR. Since mTOR is involved in the control of cell division and the growth of blood vessels, Afinitor prevents the division of cancer cells and reduces their blood supply. This slows down the growth and spread of kidney cancer.@@14921674@-@@-@-@@NO REVIEW@@@@-@-@-@NCT00124280@100@-@-@@@EMEA issued positive opinion to grant Orphan Drug status for everolimus to treat neuroendocrine gastroenteropancreatic tumours@@@-@CRAD001C2235@@-@-@@@II@II@@-@-@RESULTS PENDING@-@@@@MONO@EVEROLIMUS@@@@@EVEROLIMUS||||@NOVARTIS@@@@@NOVARTIS||||@@@@@@|||||||||@NSCLC@@@@@NSCLC|||||||||@AFINITOR@RAD-001@@@@AFINITOR|RAD-001|||@Immunotherapy@Immunosuppressive@mTOR Inhibitor@@@Immunotherapy|Immunosuppressive|mTOR Inhibitor||@RESPONSE RATE@@@@@@@@@@ADVANCED@@@@@NON-RANDOMISED@OPEN-LABEL@UNCONTROLLED@PARALLEL ASSIGNMENT@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@-@US$@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@244@United States@@@@@@@@
14922079@Onco@@@@@300f1020ntsdm@@@@@@Patients received Oncophage alone@@-@-@-@NEW YORK, NEW YORK@@@Based on proprietary heat shock protein technology, the Oncophage vaccine is designed to capture the particular cancer's ‘fingerprint.' This fingerprint contains unique antigens (substances that can provoke an immune response) that are present only on that particular patient's specific cancer cells. Injection of the vaccine is intended to stimulate the patient's immune system to recognize and attack any cells bearing the specific cancer fingerpri@@14922079@Colorectal cancer metastasised to the liver@@-@-@@NO REVIEW@@@@-@-@-@-@29@-@-@@@-@@@-@C-100-05@@-@-@@@II@II@@-@-@ASCO 2002; two years after surgery, overall survival and disease-free survival rates for the 29 patients who received Oncophage were 79% and 32%, respectively. Almost 60% of patients in the study demonstrated a significant, tumour-specific, T-cell immune response, which was subsequently found to be an independent factor for prognosis. There was no toxicity observed with Oncophage treatment. Antigenics' confirmation, data analysis and finalization of results reported by study investigators are ongoing.@-@@@@MONO@VITESPAN@@@@@VITESPAN||||@ANTIGENICS@@@@@ANTIGENICS||||@@@@@@|||||||||@Colorectal Cancer@Liver Cancer@@@@Colorectal Cancer|Liver Cancer||||||||@ONCOPHAGE@@@@@ONCOPHAGE||||@Vaccine@@@@@Vaccine||||@OVERALL SURVIVAL@DISEASE-FREE SURVIVAL@IMMUNE RESPONSE@@@IMMUNE RESPONSE@@@@@METASTATIC@@@@@N/A@@@@@@@Invalid Factory Price@@@@@-@-@@@@1.0543@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@-@EURO@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@119@Italy@@@@@@@@
14924924@Onco@@@@@@@@@@@N/A@@J07BM01@J07B@-@BRENTFORD, UNITED KINGDOM@7/1/2007@@Cervarix is a non-infectious recombinant vaccine prepared from the highly purified virus-like particles (VLPs) of the major capsid L1 protein of oncogenic HPV types 16 and 18. Since the VLPs contain no viral DNA, they cannot infect cells, reproduce or cause disease. Animal studies have shown that the efficacy of L1 VLP vaccines is largely mediated by the development of a humoral immune response. HPV-16 and HPV-18 are responsible for approximately 70% of cervical cancers across all regions worldwide.@@14924924@Young Males@@NO@-@@NO REVIEW@@@@-@-@-@NCT00120848@1113@-@"GSK received a ""complete response letter"" from the U.S. FDA; the FDA has completed its review of the application but has unanswered questions, which GSK need to address prior to being granted marketing approval. SOURCE: GSK December 2007BLA submitted with FDA in March 2007. SOURCE: GSK 30 March 2007"@3/30/2007@@-@@11/1/2003@-@580299007@@-@-@@@III@III@@-@-@Final results: vaccine efficacy was 91.6% against incident and infection and 100% against persistent infection with HPV-16/18. In the intention-to-treat analysis, the vaccine efficacy was 95.1% against persistent cervical infection with HPV-16/18 and 92.9% against cytological abnormalities associated with HPV-16/18 infection. SOURCE: GSK November 2004@-@@@@MONO@HUMAN PAPILLOMAVIRUS@@@@@HUMAN PAPILLOMAVIRUS||||@GSK@@@@@GSK||||@Russia@@@@@Russia|||||||||@Cervical Cancer@@@@@Cervical Cancer|||||||||@CERVARIX@@@@@CERVARIX||||@Vaccine@@@@@Vaccine||||@IMMUNE RESPONSE@@@@@@@@@@-@@@@@RANDOMISED@DOUBLE-BLIND@PLACEBO-CONTROLLED@PARALLEL ASSIGNMENT@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@-@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
14924579@Onco@@@@@300f1228ntsdm@300f1226ntsdm@300f1224ntsdm@300f1230ntsdm@300f1223ntsdm@@-@@-@-@-@DARMSTADT, GERMANY@@@Adecatumumab, also known as MT201, is a human monoclonal antibody that targets epithelial cell adhesion molecule (EpCAM)-expressing solid tumors, and is Micromet's third candidate. Micromet is developing adecatumumab in collaboration with Merck Serono in a phase 1b clinical trial evaluating adecatumumab in combination with docetaxel for the treatment of patients with metastatic breast cancer.@@14924579@Combo with Taxotere@@-@-@@NO REVIEW@@@@-@Microment responsible for Phase Ib trial with docetaxel for metastatic breast cancer and monotherapy for solid tumours; Serono reimburses Micromet for its costs. SOURCE: Micromet, 5 December 2006@-@-@-@-@-@@@-@@@-@-@@-@-@@@I/II@II@@-@-@Overall response rate and time to progression was 20% and 127 days respectively in 19 patients. [MicroMet/ESMO 2008, 15.09.2008]@-@@@@COMBO@ADECATUMUMAB@DOCETAXEL@@@@ADECATUMUMAB|DOCETAXEL|||@MERCK SERONO@MICROMET@@@@MERCK SERONO|MICROMET|||@@@@@@|||||||||@Breast Cancer@@@@@Breast Cancer|||||||||@MT-201@TAXOTERE@@@@MT-201|TAXOTERE|||@mAb@Human@EPCAM@@@mAb|Human|EPCAM||@-@@@@@@@@@@METASTATIC@@@@@-@@@@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@-@US$@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@244@United States@@@@@@@@
14923490@Onco@@@@@300f1012ntsdm@@@@@@Capecitabine:2 x 1250 mg/m2 day 1-14    followed by 1 week pause q day 21@@L01BC06 @L01B@-@BASEL, SWITZERLAND@12/1/2013@@Xeloda is a fluoropyrimidine carbamate with antineoplastic activity. It is an orally administered prodrug of 5'dexoxy-5-fluorouridine which is converted to 5-FU.@@14923490@Randomized, Open, Multicenter Phase III Study With Capecitabine Plus Bevacizumab Versus Capecitabine Plus Irinotecan Plus Bevacizumab as First-line Therapy in Patients With Metastatic Colorectal Cancer@@-@-@@NO REVIEW@@@@-@-@-@NCT01249638@516@-@-@@@-@@12/1/2010@-@-@@-@-@@@III@III@@-@-@Trial registered. [Roche 29 November 2010]@-@@@@COMBO@CAPECITABINE@@@@@CAPECITABINE||||@ROCHE@@@@@ROCHE||||@@@@@@|||||||||@Colorectal Cancer@@@@@Colorectal Cancer|||||||||@XELODA@AVASTIN@CAMPTO@@@XELODA|AVASTIN|CAMPTO||@Anti-metabolite@Pyrimidine Analogue@@@@Anti-metabolite|Pyrimidine Analogue|||@TIME OF FAILURE STRATEGY@@@@@RESPONSE RATE@QUALITY OF LIFE@@@@METASTATIC@@@@@RANDOMISED@OPEN-LABEL@UNCONTROLLED@SINGLE-ARM@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@TABLET@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@92@Germany@@@@@@@@
14922086@Onco@@@@@300f1228ntsdm@300f1226ntsdm@300f1224ntsdm@300f1230ntsdm@300f1223ntsdm@@N/A@@-@-@-@-@@@@@14922086@Breast cancer with progression of previously irradiated brain metastases@@-@-@@NO REVIEW@@@@-@-@-@NCT00538343@41@-@-@@@-@@10/1/2007@-@C-0703@@-@-@@@II@II@@-@-@RESULTS PENDING@-@@@@MONO@BERUBICIN HYDROCHLORIDE@@@@@BERUBICIN HYDROCHLORIDE||||@REATA PHARMACEUTICALS@@@@@REATA PHARMACEUTICALS||||@@@@@@|||||||||@Breast Cancer@Brain Cancer@@@@Breast Cancer|Brain Cancer||||||||@RTA-744@@@@@RTA-744||||@Anthracycline@@@@@Anthracycline||||@RESPONSE RATE@@@@@@@@@@METASTATIC@@@@@NON-RANDOMISED@OPEN-LABEL@SINGLE-ARM@@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@-@US$@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@244@United States@@@@@@@@
14924941@Onco@@@@@300f1228ntsdm@300f1226ntsdm@300f1224ntsdm@300f1230ntsdm@300f1223ntsdm@@N/A@@-@-@-@BRISBANE, CALIFORNIA@1/1/2008@@@@14924941@Combo with chemotherapeutic regimens@@-@-@@NO REVIEW@@@@-@Sanofi-Aventis acquires Bi-Par [Sanofi-Aventis 15 April 2009 http://en.sanofi-aventis.com/binaries/20090415_bipar_acquisition_en_tcm28-24863.pdf ]@-@NCT00422682@72@-@-@@@-@@1/1/2007@-@20060102@@-@-@@@I@I@@-@-@RESULTS PENDING@-@@@@COMBO@-@@@@@-||||@BIPAR SCIENCES@SANOFI-AVENTIS@@@@BIPAR SCIENCES|SANOFI-AVENTIS|||@@@@@@|||||||||@Solid Tumours@@@@@Solid Tumours|||||||||@BSI-201@@@@@BSI-201||||@PARP Inhibitor@@@@@PARP Inhibitor||||@MAXIMUM TOLERATED DOSE@@@@@@@@@@ADVANCED@@@@@NON-RANDOMISED@OPEN-LABEL@UNCONTROLLED@SINGLE-ARM@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@-@US$@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@244@United States@@@@@@@@
14922441@Onco@@@@@@@@@@@Carboplatin will be given in combination with paclitaxel. In Arm A, patients also receive AG-013736 and in Arm B, patients receive bevacizumab. Paclitaxel will be given in combination with carboplatin. In Arm A, patients also receive AG-013736 and in Arm B, patients receive bevacizumab. In the comparator arm, bevacizumab will be given with carboplatin and paclitaxel, every 3 weeks. @@-@-@-@NEW YORK, NEW YORK@@@Axitinib is an oral, selective inhibitor of VEGFR 1, 2, 3 (vascular endothelial growth factor receptors 1, 2 and 3), which has been shown to induce tumor regression as a single-agent and in combination with chemotherapy. Inhibiting VEGF binding plays a key role in anti-angiogenesis - or blocking blood vessel formation which starves tumors of the blood and nutrients needed for growth. @@14922441@Axitinib with carboplatin and paclitaxel versus Avastin with carboplatin and paclitaxel@@-@-@@NO REVIEW@@@JANUARY 2008-MARCH 2010@-@Developed from Abgenix (now Amgen) mice, double-digit royalties to go to Medarex due to cross-licensing in this area@FIRST-LINE@NCT00600821@108@-@-@@@-@@@-@A4061030@@-@-@@@II@II@@-@-@RESULTS PENDING@-@@@@COMBO@AXITINIB@PACLITAXEL@@@@AXITINIB|PACLITAXEL|||@PFIZER@@@@@PFIZER||||@@@@@@|||||||||@NSCLC@@@@@NSCLC|||||||||@AG-013736@@@@@AG-013736||||@TK Inhibitor@VEGF@PDGF@SCF@Angiogenesis Inhibitor@TK Inhibitor|VEGF|PDGF|SCF|Angiogenesis Inhibitor@PROGRESSION-FREE SURVIVAL@@@@@@@@@@ADVANCED@@@@@RANDOMISED@OPEN-LABEL@PARALLEL ASSIGNMENT@@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@-@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
14918955@Onco@@@@@300f1228ntsdm@300f1226ntsdm@300f1224ntsdm@300f1230ntsdm@300f1223ntsdm@@-@@-@-@-@AUSTIN, TEXAS@@@@@14918955@-@@-@-@@NO REVIEW@@@@-@-@-@-@43 EVALUABLE @-@-@@@-@@@-@N/A@@-@-@@@II@II@@-@-@ASCO June 2007 final data; survival was superior to historical controls and 5 patients remain progression free from 378 to 894 days following vaccination with INGN 225. Positive immune responses to INGN 225 were observed in 42% of evaluable patients. Of those with positive immune responses, 78.6% responded to chemotherapy compared with 33% of those without immune responses. The association of INGN 225 immune responses with increased responses to subsequent chemotherapy was statistically significant (p=0.01). The tumour response rate in patients with platinum-resistant disease who received chemotherapy following INGN 225 was 45%, which compares to a historical response rate of less than 15% in these patients.@-@@@@MONO@-@@@@@-||||@INTROGEN THERAPEUTICS@@@@@INTROGEN THERAPEUTICS||||@@@@@@|||||||||@SCLC@@@@@SCLC|||||||||@INGN-225@@@@@INGN-225||||@Vaccine@@@@@Vaccine||||@PROGRESSION-FREE SURVIVAL@@@@@@@@@@-@@@@@-@@@@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@-@US$@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@244@United States@@@@@@@@
14924735@Onco@@@@@300f1228ntsdm@300f1226ntsdm@300f1224ntsdm@300f1230ntsdm@300f1223ntsdm@@Arm I: Patients apply T4N5 liposomal lotion topically to non-occluded, sun-exposed areas of the head, neck, face, and upper extremities once daily for 12 months. Arm II: Patients apply placebo topically to non-occluded, sun-exposed areas of the head, neck, face, and upper extremities once daily for 12 months.@@-@-@-@FREEPORT, NEW YORK@@@@@14924735@Prevention of skin cancer in renal transplant patients@@-@-@@NO REVIEW@@@@-@-@-@NCT00089180@100@-@-@@@-@@3/1/2004@-@-@@-@-@@@II@II@@-@-@RESULTS PENDING@-@@@@MONO@DIMERICINE@@@@@DIMERICINE||||@AGI DERMATICS@@@@@AGI DERMATICS||||@@@@@@|||||||||@Melanoma / Skin Cancer@@@@@Melanoma / Skin Cancer|||||||||@T4N5@@@@@T4N5||||@Enzyme@@@@@Enzyme||||@RESPONSE RATE@@@@@@@@@@-@@@@@PREVENTION@RANDOMISED@DOUBLE-BLIND@PLACEBO-CONTROLLED@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@-@US$@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@244@United States@@@@@@@@
14922332@Onco@@@@@300f1228ntsdm@300f1226ntsdm@300f1224ntsdm@300f1230ntsdm@300f1223ntsdm@@SGN-40 plus Velcade@@-@-@-@SEATTLE, WASHINGTON@@@@@14922332@-@@-@-@@NO REVIEW@@@@-@Genentech licensed the drug from Seattle Genetics in January 2007@-@NCT00664898@38@-@-@@@-@@4/1/2008@-@ACF4375g@@-@-@@@I@I@@-@-@Trial started. SOURCE: clinicaltrials.gov, 23 April 2008Trial to start in Q1 08. SOURCE: Genentech January 2008.@-@@@@COMBO@DACETUZUMAB@BORTEZOMIB@@@@DACETUZUMAB|BORTEZOMIB|||@SEATTLE GENETICS@@@@@SEATTLE GENETICS||||@@@@@@|||||||||@Haematological Malignancy@Myeloma@@@@Haematological Malignancy|Myeloma||||||||@SGN-40@ANTI-CD40@VELCADE@@@SGN-40|ANTI-CD40|VELCADE||@mAb@Humanised@CD40@@@mAb|Humanised|CD40||@MAXIMUM TOLERATED DOSE@@@@@@@@@@RELAPSED@REFRACTORY@@@@OPEN-LABEL@UNCONTROLLED@SINGLE-ARM@@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@-@US$@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@244@United States@@@@@@@@
14924157@Onco@@@@@300f1228ntsdm@300f1226ntsdm@300f1224ntsdm@300f1230ntsdm@300f1223ntsdm@@-@@-@-@-@TOKYO, JAPAN@@@@@14924157@Chemotherapy-induced thrombocytopaenia@@-@-@@NO REVIEW@@@@-@-@-@-@-@-@-@@@-@@@-@-@@-@-@@@II@II@@-@-@"Phase II ""in planning"". SOURCE: Eisai, 3 March 2008"@-@@@@MONO@-@@@@@-||||@EISAI@@@@@EISAI||||@@@@@@|||||||||@Supportive Care@Thrombocytopaenia@Non-Hodgkin's Lymphoma@Hodgkin's Lymphoma@@Supportive Care|Thrombocytopaenia|Non-Hodgkin's Lymphoma|Hodgkin's Lymphoma||||||@AKR-501@@@@@AKR-501||||@Other@@@@@Other||||@RESPONSE RATE@@@@@@@@@@-@@@@@-@@@@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@-@US$@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@244@United States@@@@@@@@
14922434@Onco@@@@@300f1228ntsdm@300f1226ntsdm@300f1224ntsdm@300f1230ntsdm@300f1223ntsdm@@125 mg, oral, Days 1-21 of a 28-day cycle @@-@-@-@NEW YORK, NEW YORK@5/1/2009@@@@14922434@In patients who have received prior treatment@@-@-@@NO REVIEW@@@@-@-@SECOND-LINE@NCT00420056@16@-@-@@@-@@5/1/2007@-@A5481002@@-@-@@@I@I@@-@-@RESULTS PENDING@-@@@@MONO@-@@@@@-||||@PFIZER@@@@@PFIZER||||@@@@@@|||||||||@Haematological Malignancy@Non-Hodgkin's Lymphoma@Mantle Cell Lymphoma@@@Haematological Malignancy|Non-Hodgkin's Lymphoma|Mantle Cell Lymphoma|||||||@PD-332991@@@@@PD-332991||||@Other@@@@@Other||||@SAFETY@PET@@@@@@@@@-@@@@@NON-RANDOMISED@OPEN-LABEL@SINGLE-ARM@@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@ORAL @US$@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@244@United States@@@@@@@@
14922073@Onco@@@@@300f1228ntsdm@300f1226ntsdm@300f1224ntsdm@300f1230ntsdm@300f1223ntsdm@@The two treatment arms are either subcutaneous injection or intradermal injection, both with HSPPC-96.@@-@-@-@NEW YORK, NEW YORK@@@Based on proprietary heat shock protein technology, the Oncophage vaccine is designed to capture the particular cancer's ‘fingerprint.' This fingerprint contains unique antigens (substances that can provoke an immune response) that are present only on that particular patient's specific cancer cells. Injection of the vaccine is intended to stimulate the patient's immune system to recognize and attack any cells bearing the specific cancer fingerpri@@14922073@-@@-@-@@NO REVIEW@@@@-@-@-@NCT00082459@40@-@-@@@-@@7/1/2002@-@C-100-23@@-@-@@@II@II@@-@-@RESULTS PENDING@-@@@@MONO@VITESPAN@@@@@VITESPAN||||@ANTIGENICS@@@@@ANTIGENICS||||@@@@@@|||||||||@Kidney Cancer@Renal Cell Carcinoma@@@@Kidney Cancer|Renal Cell Carcinoma||||||||@ONCOPHAGE@@@@@ONCOPHAGE||||@Vaccine@@@@@Vaccine||||@ROUTE OF ADMINISTRATION@@@@@@@@@@METASTATIC@@@@@RANDOMISED@OPEN-LABEL@UNCONTROLLED@SINGLE-ARM@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@-@US$@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@244@United States@@@@@@@@
