14922283@Onco@@@@@@@@@@@Equivalence of ANX-530 75 mg/m2  with Taxotere 75 mg/m2 [Adventrx]  @@-@-@-@SAN DIEGO, CALIFORNIA@@@ANX-514 is a novel nano-emulsion formulation of the chemotherapy drug docetaxel, which is marketed under the brand name Taxotere. ANX-514 is formulated without polysorbate 80 or other detergents and is intended to reduce the severity and/or incidence of hypersensitivity reactions. Docetaxel is an anti-cancer agent that acts by disrupting the cellular microtubular network that is essential for cell division. Immunosuppressant premedication is recommended for docetaxel therapy to reduce the incidence and severity of hypersensitivity reactions. Docetaxel is approved to treat breast, non-small cell lung, prostate, gastric and head and neck cancers.@@14922283@A Bioequivalence Study of Docetaxel for Injectable Emulsion (ANX-514) in Patients With Advanced Cancer@@-@-@@NO REVIEW@@@@-@"Adventrx is ""exploring strategic alternatives"", including the potential sale of its key oncology assets ANX-514 and ANX-530. The company has already reduced its size by 27% to 24 in October. [Adventrx, 22.12.2008]"@-@NCT00664170@28@-@>> NDA to be filed in Q2 2009 [Adventrx, 22.12.2008]             >> NDA to be filed by Q4 2008 [Adventrx, January 2008]         >> NDA to be filed by year-end 2007. [Adventrx, July 2008]@@@-@@4/1/2008@-@ANX 514-01@@-@Advanced cancer potentially sensitive to single agent docetaxel; ie.. locally advanced or metastatic breast cancer, locally advanced non-small cell lung cancer, hormone refractory metastatic prostate cancer, other tumor type with no standard treatment. @@@I@I@@-@-@>> Patient enrolment completed [Adventrx, 5 February 2009] >> Trial registered. [Adventrx, 18.04.2008]@-@@@@MONO@DOCETAXEL EMULSION@DOCETAXEL@@@@DOCETAXEL EMULSION|DOCETAXEL|||@ADVENTRX PHARMACEUTICAL@@@@@ADVENTRX PHARMACEUTICAL||||@Argentina@@@@@Argentina|||||||||@Solid Tumours@Breast Cancer@NSCLC@HRPC@@Solid Tumours|Breast Cancer|NSCLC|HRPC||||||@ANX-514@TAXOTERE@@@@ANX-514|TAXOTERE|||@Taxane@@@@@Taxane||||@BIOEQUIVALENCE@SAFETY@@@@@@@@@ADVANCED@@@@@PIVOTAL@RANDOMISED@OPEN-LABEL@BIOEQUIVALENCE@CROSSOVER@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@INJECTION@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
14924187@Onco@@@@@300f1228ntsdm@300f1226ntsdm@300f1224ntsdm@300f1230ntsdm@300f1223ntsdm@@-@@-@-@-@MADRID, SPAIN@@@Aplidin is a novel marine-derived anti-tumour agent, originally isolated from the tunicate Aplidium albicans and currently obtained by total synthesis. Aplidin, is PharmaMar's second most advanced compound, currently in Phase II clinical trials. Aplidin mechanism of action is still under investigation. Aplidin induces apoptosis rapidly and persistently, inhibits VEGF secretion and blocks cell-cycle. @@14924187@Paediatric trial including neuroblastoma, medulloblastoma and pancreatoblastoma@@-@-@@NO REVIEW@@@@-@PharmaMar is part of the Zeltia Group.@-@-@22@-@-@@@-@@@-@-@@-@-@PAEDIATRIC@@I/II@II@@-@-@Discussions ongoing with EMEA and FDA to commence a pivotal programme in neuroblastoma with malignancy. SOURCE: Zeltia, 28 February 2008The observed toxicity and pharmacokinetic profiles in the paediatric population were similar to that seen in adults, with most toxicities being mild to moderate. Bone marrow toxicity was low. Pharmacokinetic studies confirm a long half life and extensive tissue distribution with clearance increasing with age. The recommended dose in paediatric patients is 5mg/m2, the same as in adults. Preliminary anti-tumour activity was observed in neuroblastoma, medulloblastoma and pancreatoblastoma. SOURCE: PharmaMar/EORTC, 14 November 2006@-@@@@-@PLITIDEPSIN@@@@@PLITIDEPSIN||||@PHARMAMAR@ZELTIA GROUP@@@@PHARMAMAR|ZELTIA GROUP|||@@@@@@|||||||||@Solid Tumours@@@@@Solid Tumours|||||||||@APLIDIN@@@@@APLIDIN||||@Depsipeptide@VEGF@Angiogenesis Inhibitor@@@Depsipeptide|VEGF|Angiogenesis Inhibitor||@RESPONSE RATE@@@@@@@@@@-@@@@@-@@@@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@-@US$@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@244@United States
16384813@Onco@@@@@300f1012ntsdm@@@@@@@@L01XE01@L01X@@BASEL, SWITZERLAND@@@Imatinib mesylate is a protein-tyrosine kinase inhibitor that inhibits the bcr-abl tyrosine kinase, the constitutive abnormal tyrosine kinase created by the Philadelphia chromosome abnormality in CML. Imatinib inhibits proliferation and induces apoptosis in bcr-abl positive cell lines as well as fresh leukemic cells from Philadelphia chromosome positive chronic myeloid leukemia. Imatinib inhibits colony formation in assays using ex vivo peripheral blood and bone marrow samples from CML patients. In vivo, imatinib inhibits tumor growth of bcr-abl transfected murine myeloid cells as well as bcr-abl positive leukemia lines derived from CML patients in blast crisis. Imatinib is also an inhibitor of the receptor tyrosine kinases for platelet-derived growth factor (PDGF) and stem cell factor (SCF), c-kit, and inhibits PDGFand SCF-mediated cellular events. In vitro, imatinib inhibits proliferation and induces apoptosis in GIST cells, which express an activating c-kit mutation.@@16384813@Indicated for the treatment of paediatric patients with newly diagnosed Philadelphia chromosome positive acute lymphoblastic leukaemia (Ph+ ALL) integrated with chemotherapy.@@NO@@@NO REVIEW@@@@90% (MINIMUM CO-PAYMENT: EUR5, MAXIMUM CO-PAYMENT: EUR10)@@FIRST-LINE@@@Dosing for children should be on the basis of body surface area (mg/m2). The dose of 340 mg/m2 daily is recommended for children with Ph+ ALL (@@@@Yes@@@@@No@@@PAEDIATRIC@@@APPROVED@@@GKV@@@@@@BOTH@IMATINIB MESYLATE@@@@@IMATINIB MESYLATE||||@NOVARTIS@@@@@NOVARTIS||||@@@@@@|||||||||@Haematological Malignancy@Acute Lymphocytic Leukaemia@@@@Haematological Malignancy|Acute Lymphocytic Leukaemia||||||||@GLIVEC@@@@@GLIVEC||||@TK Inhibitor@bcr-abl@PDGF@SCF@@TK Inhibitor|bcr-abl|PDGF|SCF|@@@@@@@@@@@@@@@@@@@@@1.2@m²@35624.6424@@@1@year@1 year@35624.64@35624.64@97.6@60@1.1511@1435.32@1816.59@1473.82@@@@@@@@@@0.24@1@@mg/m²@340@1@@@@@@@@@@@8/1/2017@23.92@23.92@1755166@FILM-COATED TABLET@EURO@@@@@@@@100@MG@@@@@@@@@@@@@@@@@@@@@@@@@92@Germany
15260917@Onco@@@@@300f1020ntsdm@@@@@@Enzalutamide 160 mg orally per day@@L02BB04@L02B@@SAN FRANCISCO, CALIFORNIA@11/1/2012@@XTANDI is an androgen receptor inhibitor indicated for the treatment of patients with metastatic castration-resistant prostate cancer who have previously received docetaxel.@@15260917@Treatment of adult men with metastatic castration-resistant prostate cancer whose disease has progressed on or after docetaxel therapy.@Male@YES@26-Nov-14@11/26/2014@NO REVIEW@@@@@@SECOND-LINE@NCT00974311@1199@The recommended dose of XTANDI is 160 mg (four 40 mg capsules) administered orally once daily.@EMA, 24 June 2013@6/24/2013@@No@@9/1/2009@@CRPC2@No@@@@ADULTS@III@APPROVED@@26 November 2014: Added to the reimbursement list (Class H) [http://www.gazzettaufficiale.it/eli/id/2014/12/10/14A09421/sg;jsessionid=prTEz4ACmsfvmIHjx5vp7g__.ntc-as3-guri2b]@SSN@XTANDI-treated patients had a statistically-significant improvement in median overall survival compared to the placebo group: 18.4 months in the XTANDI group versus 13.6 months in the placebo group (P < 0.0001). XTANDI provided a 37% reduction in risk of death compared to placebo (hazard ratio = 0.631). [Medivation 31 August, 2012, http://investors.medivation.com/releasedetail.cfm?ReleaseID=703823 ]>>Trial registered [Medivation 9 September 2009]@The most common adverse reactions (= 5%) are asthenia/fatigue, back pain, diarrhea, arthralgia, hot flush, peripheral edema, musculoskeletal pain, headache, upper respiratory infection, muscular weakness, dizziness, insomnia, lower respiratory infection, spinal cord compression and cauda equina syndrome, hematuria, paresthesia, anxiety, and hypertension. Grade 3 and higher adverse reactions were reported among 47% of XTANDI-treated patients and 53% of placebo-treated patients.@@@@MONO@ENZALUTAMIDE@@@@@ENZALUTAMIDE||||@MEDIVATION INC@ASTELLAS@@@@MEDIVATION INC|ASTELLAS|||@@@@@@|||||||||@Prostate Cancer@HRPC@@@@Prostate Cancer|HRPC||||||||@XTANDI@@@@@XTANDI||||@Anti-androgen@@@@@Anti-androgen||||@OVERALL SURVIVAL@@@@@PROGRESSION FREE SURVIVAL@@@@@REFRACTORY@@@@@RANDOMISED@PARALLEL ASSIGNMENT@DOUBLE-BLIND@@@1@1@68430.46441@@@18.5@month@18.5 month@68430.46@68430.46@121.61@112@1.1229@3405.13@5619.83@3558.4@@@@@@@@@@0.76@1@@mg@160@1@@@@@@@@@@@6/7/2017@30.4@30.4@42868012@CAPSULE@EURO@@@@@@@@40@MG@40 MG@@@@@@@@@@@@@@@@@@@@@@@@119@Italy
14916459@Onco@@@@@300f1015ntsdm@@@@@@107 patients received oral melphalan (0.15MG/KG/day x 7 followed by 0.05MG/KG/day) with prednisone; 203 received IV melphalan (16MG/M2 q 2 weeks x 4 over 6 weeks followed by 4 weeks) with prednisone.@@L01AA03@L01A@YES@BRENTFORD, UNITED KINGDOM@@@Melphalan is a bifunctional alkylating agent. Formation of carbonium intermediates from each of the two bis-2-chloroethyl groups enables alkylation through covalent binding with the 7-nitrogen of guanine on DNA, cross-linking the two DNA strands and thereby preventing cell replication.@@14916459@Alkeran Tablets are indicated in the treatment of multiple myeloma and advanced ovarian adenocarcinoma. Alkeran either alone or in combination with other drugs has a significant therapeutic effect in a proportion of patients suffering from advanced breast carcinoma. Alkeran is effective in the treatment of a proportion of patients suffering from polycythaemia vera.@@NO@3-Aug@@NO REVIEW@@@@100%@@@@310@Ovarian adenocarcinoma: A typical regimen is 0.2 mg/kg bodyweight/day orally for 5 days. This is repeated every 4-8 weeks, or as soon as the bone marrow has recovered. Alkeran has also been used intravenously in the treatment of ovarian carcinoma.@1-Aug-98@8/1/1998@11/13/2003@@@@Melphalan should be administered under the supervision of a qualified physician experienced in the use of chemotherapeutic agents. Severe bone marrow suppression with resulting infection or bleeding may occur. Controlled trials comparing IV to oral melphalan have shown more myelosuppression with the IV formulation.@LABEL@No@@@@@III@APPROVED@@@HAUTE AUTORITÉ DE SANTÉ@44% and 7% responded in the oral and IV groups respectively. Severe myelotoxicity and/or platelets occurred 28% and 11% respectively.@@@@@COMBO@MELPHALAN HYDROCHLORIDE@PREDNISONE@@@@MELPHALAN HYDROCHLORIDE|PREDNISONE|||@GSK@@@@@GSK||||@@@@@@|||||||||@Ovarian Cancer@@@@@Ovarian Cancer|||||||||@ALKERAN@@@@@ALKERAN||||@Alkylating Agent@Nitrogen Mustard Analogue@@@@Alkylating Agent|Nitrogen Mustard Analogue|||@RESPONSE RATE@@@@@@@@@@@@@@@RANDOMISED@@@@@@@Invalid Dosage Value Phase 1@@@@@@@@@50@1.1807@96@116.66@102.41@@@@@@@@@@0.96@@@@@@@@@@@@@@@@9/1/2017@1.92@1.92@3.40E+12@FILM-COATED TABLET (IN BOTTLE)@EURO@@@@@@@@2@MG@@@@@@@@@@@@@@@@@@@@@@@@@85@France
14921427@Onco@@@@@300f1014ntsdm@@@@@@NO LABELLED TRIAL@@L01A@L01A@YES@@@@@@14921427@Mustargen administered intravenously, is indicated for the palliative treatment of Hodgkin's disease (Stages III and IV), lymphosarcoma, chronic myelocytic or chronic lymphocytic leukemia, polycythemia vera, mycosis fungoides, and bronchogenic carcinoma. Mustargen, administered intrapleurally, intraperitoneally, or intrapericardially, is indicated for the palliative treatment of metastatic carcinoma resulting in effusion.@@YES@-@@NO REVIEW@@@@No tiering. SOURCE: Aetna Preferred Drug Guide 2008@Licensed from Merck & Co@-@-@-@A total dose of 0.4 mg/kg of body weight for each course usually is given either as a single dose or in divided doses of 0.1 to 0.2 mg/kg per day. Dosage should be based on ideal dry body weight.@Mar-49@@@-@@@Mustargen should be administered only under the supervision of a physician who is experienced in the use of cancer chemotherapeutic agents. This drug is HIGHLY TOXIC and both powder and solution must be handled and administered with care. Inhalation of dust or vapors and contact with skin or mucous membranes, especially those of the eyes, must be avoided. Avoid exposure during pregnancy. Due to the toxic properties of mechlorethamine (e.g., corrosivity, carcinogenicity, mutagenicity, teratogenicity), special handling procedures should be reviewed prior to handling and followed diligently.@NO LABELLED TRIAL@@N/A@-@@@-@DISCONTINUED@@N/A@RAMQ@NO LABELLED TRIAL@-@@@@-@MECHLORETHAMINE HCL@@@@@MECHLORETHAMINE HCL||||@MERCK & CO@@@@@MERCK & CO||||@@@@@@|||||||||@Haematological Malignancy@Hodgkin's Lymphoma@Chronic Myeloid Leukaemia@Chronic Lymphocytic Leukaemia@@Haematological Malignancy|Hodgkin's Lymphoma|Chronic Myeloid Leukaemia|Chronic Lymphocytic Leukaemia||||||@MUSTARGEN@@@@@MUSTARGEN||||@Alkylating Agent@@@@@Alkylating Agent||||@-@@@@@@@@@@-@@@@@-@@@@@@@Invalid Factory Price@@@@@-@-@@@1@0.9531@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@1606320@POWDER FOR IV INJECTION, 20 ML@C$@@@@@@@@10@MG@@@@@@@@@@@@@@@@@@@@@@@@@49@Canada
16394687@Onco@@@@@300f1010ntsdm@@@@@@@@L04AX04@L04A@@SUMMIT, NEW JERSEY@3/1/2017@@The lenalidomide mechanism of action includes anti-neoplastic, anti-angiogenic, pro-erythropoietic, and immunomodulatory properties. Specifically, lenalidomide inhibits proliferation of certain haematopoietic tumour cells (including MM plasma tumour cells and those with deletions of chromosome 5), enhances T cell- and Natural Killer (NK) cell-mediated immunity and increases the number of NK T cells, inhibits angiogenesis by blocking the migration and adhesion of endothelial cells and the formation of microvessels, augments foetal haemoglobin production by CD34+ haematopoietic stem cells, and inhibits production of pro-inflammatory cytokines (e.g., TNF-a and IL-6) by monocytes.@@16394687@Treatment of adult patients with relapsed or refractory mantle cell lymphoma@Both@NO@@@NO REVIEW@@@@100%@@@NCT00875667@254@The recommended starting dose of lenalidomide is 25 mg orally once daily on days 121 of repeated 28day cycles.@EMA, 28 January 2016@1/28/2016@@Yes@@4/1/2009@@CC5013MCL002@No@@Biopsy proven mantle cell lymphoma; Patients who are refractory to their regimen or have relapsed once, twice or up to three times and who have documented progressive disease; Eastern Cooperative Oncology Group (ECOG) performance score 0,1, or 2; Willing to follow pregnancy precaution@@ADULTS@II@APPROVED@@@NHS@@@@@@MONO@LENALIDOMIDE@@@@@LENALIDOMIDE||||@CELGENE@@@@@CELGENE||||@@@@@@|||||||||@Non-Hodgkin's Lymphoma@Mantle Cell Lymphoma@@@@Non-Hodgkin's Lymphoma|Mantle Cell Lymphoma||||||||@REVLIMID@@@@@REVLIMID||||@Immunotherapy@IMiD@@@@Immunotherapy|IMiD|||@PROGRESSION FREE SURVIVAL@@@@@OVERALL RESPONSE RATE@DURATION OF RESPONSE@TIME TO PROGRESSION@@@RELAPSED@REFRACTORY@@@@RANDOMISED@MULTI-CENTRE@OPEN LAB EL@@@1@1@41059.2@@@37.6@week@37.6 week@41059.2@41059.2@156@21@1.299@4368@@@@@@@@@@@@8.32@28@@mg@25@21@@@@@@@@@@@7/28/2017@208@208@1.18E+16@HARD CAPSULE@GB£@@@@@@@@25@MG@25 MG@@@@@@@@@@@@@@@@@@@@@@@@243@United Kingdom
14922129@Onco@@@@@@@@@@@Patients receive Avastin with FOLFOX, CAPOX, FOLFIRI and Xeloda. [Roche]@@L01XC07@L01X@-@BASEL, SWITZERLAND@@@Avastin (Bevacizumab) is a recombinant humanized monoclonalIgG1 antibody that binds to and inhibits the biologic activity of human vascular endothelial growth factor (VEGF) in in vitro and in vivo assay systems. Bevacizumab contains human framework regions and the complementarity-determining regions of a murine antibody that binds to VEGF (1). Bevacizumab is produced in a Chinese Hamster Ovary mammalian cell expression system in a nutrient medium containing the antibiotic gentamicin and has a molecular weight of approximately 149 kilodaltons. Bevacizumab binds VEGF and prevents the interaction of VEGF to its receptors (Flt-1 and KDR) on the surface of endothelial cells. The interaction of VEGF with its receptors leads to endothelial cell proliferation and new blood vessel formation in in vitro models ofangiogenesis. Administration of Bevacizumab to xenotransplant models of colon cancer in nude (athymic) mice caused reduction of microvascular growth and inhibition of metastatic disease progression.@@14922129@Avastin with first-line chemotherapy@@-@-@@NO REVIEW@@@@-@-@FIRST-LINE@-@1927@-@-@@@-@@@-@BEAT@@NOT YET AVAILABLE; POTENTIALLY 2018.@-@@@IV@IV@@-@-@>> Avastin-based therapy delivers a median overall survival benefit of 22.7 months. Patients receiving Avastin plus chemotherapy and underwent complete resection doubled their chances of surviving at 2 years compared to those who didn't (89% versus 44%). [Roche/ESMO, 12.09.2008]>> Median PFS is 10.2 months, independent of the chemotherapy used. [Roche, 3.06.2007]@-@@@@COMBO@BEVACIZUMAB@@@@@BEVACIZUMAB||||@ROCHE@@@@@ROCHE||||@@@@@@|||||||||@Colorectal Cancer@@@@@Colorectal Cancer|||||||||@AVASTIN@FOLFOX@CAPOX@FOLFIRI@@AVASTIN|FOLFOX|CAPOX|FOLFIRI|@mAb@Humanised@TK Inhibitor@VEGF@@mAb|Humanised|TK Inhibitor|VEGF|@-@@@@@@@@@@ADVANCED@@@@@OPEN-LABEL@MULTI-CENTRE@@@@@@Invalid Factory Price@@@@@-@-@@@@1@@@@@@@@@@@@@7.26@@@@@@@@@@@@@@@@@725.53@725.53@@INJECTION@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
14924611@Onco@@@@@300f1228ntsdm@300f1226ntsdm@300f1224ntsdm@300f1230ntsdm@300f1223ntsdm@@Intravenously on days 1 and 4 of each of three consecutive weeks with the treatment cycle repeated every 28 days and any side effects that might be associated with the regimen. @@-@-@-@SOMERSET, NEW JERSEY@@@Onconase is a first-in-class therapeutic product candidate based on Alfacell's proprietary ribonuclease (RNase) technology. A natural protein isolated from the leopard frog, it has been shown in the laboratory and clinic to target cancer cells while sparing normal cells. It triggers apoptosis, the natural death of cells, via multiple molecular mechanisms of action.@@14924611@-@@-@-@@NO REVIEW@@@@-@>> Alfacell's auditors have indicated that they are not convinced that the company can continue following the failure of Onconase. [Alfacell, 23.10.2008]      >> Alfacell continues to explore strategic alternatives for the drug. [Alfacell, 17.09.2008]       >> Alfacell has granted Megapharm exclusive rights in Israel for the marketing, sales and distribution of Onconase. Alfacell will receive 50% of all sales in the territory. In addition, Alfacell will manufacture and supply the product to Megapharm, while Megapharm will be responsible for all activities and costs related to regulatory filings and commercial activities in the territory. [Alfacell, 15 July 2008]      >> On 26 July 2007, Alfacell signed a distribution agreement with USP Pharma Spolka ZOO (USP Pharma), an affiliate of US Pharmacia, relating to the commercialisation of ranpirnase in Eastern Europe.@-@-@-@-@Fast track and orphan designation in the U.S., Europe and Australia.@@@Fast track and orphan designation in the U.S., Europe and Australia.@@@-@-@@-@-@@@I/II@II@@-@-@According to the company, results from the first part of this trial will be used to expand the clinical program in the initiation of phase II trials in oesophageal and refractory breast cancers after the submission of the full NDA in mesothelioma.@-@@@@MONO@RANPIRNASE@@@@@RANPIRNASE||||@ALFACELL@@@@@ALFACELL||||@@@@@@|||||||||@NSCLC@@@@@NSCLC|||||||||@ONCONASE@@@@@ONCONASE||||@Enzyme@RNA@@@@Enzyme|RNA|||@RESPONSE RATE@@@@@@@@@@-@@@@@-@@@@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@-@US$@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@244@United States
14917097@Onco@@@@@300f1008ntsdm@@@@@@NO LABELLED TRIAL@@L01DC01@L01D@YES@@@@@@14917097@a. Squamous cell carcinoma affecting the mouth, nasopharynx and paranasal sinuses, larynx, oesophagus, external genitalia, cervix or skin. Well differentiated tumours usually respond better than anaplastic ones. b. Hodgkin's disease and other malignant lymphomas, including mycosis fungoides. c. Testicular teratoma d. Malignant effusions of serous cavities. e. Secondary indications in which Bleomycin has been shown to be of some value (alone or in combination with other drugs) include metastatic malignant melanoma, carcinoma of the thyroid, lung and bladder@@NA@@@NO REVIEW@@@@REIMBURSEMENT RANGES FROM 100% TO 70% DEPENDING ON SUB-POPULATIONS@Merger between Kyowa Hakko and Kirin Pharma announced in October 2007.@@@@Malignant lymphomas: Used alone the recommended dosage regime is 15 x 10³ IU (1 vial) once or twice a week, intramuscularly, to a total dose of 225 x 10³ IU (15 vials). Dosage should be reduced in the elderly. The dose may need to be adjusted when bleomycin is used in combination chemotherapy.@@@@@@@Patients undergoing treatment with bleomycin should have chest X-rays weekly. These should continue to be taken for up to 4 weeks after completion of the course. If breathlessness or infiltrates appear, not obviously attributable to tumour or to co-existent lung disease, administration of the drug must be stopped immediately and patients should be treated with a corticosteriod and a broad spectrum antibiotic. High oxygen concentrations should be used with caution in these cases. Lung function tests which use 100% oxygen should not be used in patients who have been treated with Bleomycin. Lung function tests using less than 21% oxygen are recommended as an alternative.@NO LABELLED TRIAL@No@@@@@@APPROVED@@@NHI@NO LABELLED TRIAL@@@@@@BLEOMYCIN@@@@@BLEOMYCIN||||@KYOWA HAKKO KOGYO@KIRIN PHARMA@@@@KYOWA HAKKO KOGYO|KIRIN PHARMA|||@@@@@@|||||||||@Haematological Malignancy@Hodgkin's Lymphoma@Non-Hodgkin's Lymphoma@@@Haematological Malignancy|Hodgkin's Lymphoma|Non-Hodgkin's Lymphoma|||||||@BLEO@@@@@BLEO||||@Cytotoxic Antibiotic@@@@@Cytotoxic Antibiotic||||@@@@@@@@@@@@@@@@@@@@@@@Invalid Dosage Value Phase 1@@@@@@408.6@408.6@@1@0.0091@4373.98@5158@@@@@@@@@@@291.6@@@@@@@@@@@@@@@@8/30/2017@4373.98@4373.98@4234400D5039@INJECTION@YEN@@@@@@@@15@MG@@@@@@@@@@@@@@@@@@@@@@@@2017-09-15T09:28:17.5370353Z@121@Japan
15400329@Onco@@@@@300f1015ntsdm@@@@@@Investing arms: nilotinib 300mg bid or nilotinb 400 mg bidControl arm: imatinib 400mg QD@@L01XE08@L01X@@BASEL, SWITZERLAND@@@Nilotinib is an inhibitor of the Bcr-Abl kinase. Nilotinib binds to and stabilizes the inactive conformation of the kinase domain of Abl protein. In vitro, nilotinib inhibited Bcr-Abl mediated proliferation of murine leukemic cell lines and human cell lines derived from Ph+ CML patients. Under the conditions of the assays, nilotinib was able to overcome imatinib resistance resulting from Bcr-Abl kinase mutations, in 32 out of 33 mutations tested. In vivo, nilotinib reduced the tumor size in a murine Bcr-Abl xenograft model. Nilotinib inhibited the autophosphorylation of the following kinases at IC50 values as indicated: Bcr-Abl (20-60 nM), PDGFR (69 nM) and c-Kit (210 nM).@@15400329@Indicated for the treatment of adult patients with newly diagnosed Philadelphia chromosome positive chronic myelogenous leukaemia (CML) in the chronic phase.@Both@NO@6-Apr-11@4/6/2011@NO REVIEW@@@@@@FIRST-LINE@NCT00471497@846@The recommended dose of Tasigna is 300 mg twice daily. Treatment should be continued as long as the patient continues to benefit.@EMA, 23 September 2010@9/23/2010@6/21/2012@Yes@@@@ENEST@No@@Chronic myelogenous leukemia in chronic phase patients within the first 6 months of diagnosis.Diagnosis of chronic myelogenous leukemia in chronic phase with confirmation of Philadelphia chromosome@ADULT@Adult@III@APPROVED@@ASMR IV@HAUTE AUTORITÉ DE SANTÉ@@@@@@MONO@NILOTINIB@@@@@NILOTINIB||||@NOVARTIS@@@@@NOVARTIS||||@@@@@@|||||||||@Haematological Malignancy@Chronic Myeloid Leukaemia@@@@Haematological Malignancy|Chronic Myeloid Leukaemia||||||||@TASIGNA@@@@@TASIGNA||||@TK Inhibitor@bcr-abl@PDGF@SCF@@TK Inhibitor|bcr-abl|PDGF|SCF|@MOLECULAR RESPONSE RATE@@@@@@@@@@CHRONIC PHASE@@@@@RANDOMISED@OPEN-LABEL@PARALLEL ASSIGNMENT@@@1@1@32429.27787@@@12@month@12 month@32429.28@32429.28@88.85@28@1.1511@829.26@935.47@859.26@@@@@@@@@@0.15@1@@mg@600@1@@@@@@@@@@@8/1/2017@29.62@29.62@3.40E+12@CAPSULE@EURO@@@@@@@@200@MG@200 MG@@@@@@@@@@@@@@@@@@@@@@@@85@France
14918593@Onco@@@@@300f1012ntsdm@@@@@@Tamoxifen compared to ovarian ablation@@L02BA01@L02B@YES@GERMANY@@@Tamoxifen is a non-steroidal, triphenylethylene-based drug which displays a complex spectrum of oestrogen antagonist and oestrogen agonist-like pharmacological effects in different tissues. In breast cancer patients, at the tumour level, tamoxifen acts primarily as an antioestrogen, preventing oestrogen binding to the oestrogen receptor. In the clinical situation, it is recognised that tamoxifen leads to reductions in levels of blood total cholesterol and low density lipoproteins in postmenopausal women of the order of 10–20%. Tamoxifen does not adversely affect bone mineral density.@@14918593@@@NO@@@NO REVIEW@@@@90% (MINIMUM CO-PAYMENT: EUR5, MAXIMUM CO-PAYMENT: EUR10)@@@@N/A@Adjuvant treatment of breast cancer, Adults (including elderly): The recommended dose is 20mg, given either in divided doses twice daily or as a single dose once daily. The current recommended treatment duration is five years; however the optimum duration has not been established. Treatment of locally advanced or metastatic breast cancer: The recommended dose is 20mg to 40mg, given either in divided doses twice daily or as a single dose once daily.@@@@@@@Women should be informed of the potential risks to the foetus, should they become pregnant whilst taking tamoxifen; or within two months of cessation of therapy. A number of secondary primary tumours, occurring at sites other than the endometrium and the opposite breast, have been reported in clinical trials, following the treatment of breast cancer patients with tamoxifen. No causal link has been established and the clinical significance of these observations remains unclear.@LABEL@No@@@@@III METASTATIC BREAST CANCER@APPROVED@@@GKV@The objective RR, time to treatment failure, and survival were similar with both treatments. In an overview analysis of survival data from the 3 studies, the hazard ratio for death (tamoxifen/ovarian ablation) was 1.00. Elevated serum and plasma oestrogens have been observed in premenopausal women receiving tamoxifen, but the data from the randomized studies do not suggest an adverse effect of this increase. A limited number of premenopausal patients with disease progression during tamoxifen therapy responded to subsequent ovarian ablation.@@@@@ADJUVANT@TAMOXIFEN CITRATE@@@@@TAMOXIFEN CITRATE||||@ABZ PHARMA@@@@@ABZ PHARMA||||@@@@@@|||||||||@Breast Cancer@@@@@Breast Cancer|||||||||@GENERIC@@@@@GENERIC||||@Hormone Antagonist@SERMs@@@@Hormone Antagonist|SERMs|||@RESPONSE RATE@@@@@@@@@@@@@@@PROSPECTIVE@RANDOMISED@@@@@@Invalid Dosage Value Phase 1@@@@@@@@@100@1.1511@7.97@21.06@8.92@@@@@@@@@@@@@@@@@@@@@@@@@@8/1/2017@0.08@0.08@1017020@FILM-COATED TABLET@EURO@@@@@@@@20@MG@@@@@@@@@@@@@@@@@@@@@@@@@92@Germany
